category,claim_short_id,acord_path,police_path,loss_path,rc_path,dl_path,hospital_path,damage_difference,injury_mismatch,date_difference_days,location_match,vehicle_match,rc_match,dl_match,patient_match,hospital_match,fraud_inconsistency_score,severity_level,complexity_score
health,CLM-2025-0011,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0011-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0011-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0011-HEA_SAFE_hospital.pdf,0.0152,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.323,Low,2.0
health,CLM-2025-0012,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0012-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0012-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0012-HEA_SAFE_hospital.pdf,0.0368,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3274,Low,2.0
health,CLM-2025-0013,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0013-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0013-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0013-HEA_SAFE_hospital.pdf,0.0488,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3298,Low,2.0
health,CLM-2025-0014,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0014-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0014-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0014-HEA_SAFE_hospital.pdf,0.0325,0,2,0.5,0.0,1.0,1.0,1.0,1.0,0.3465,Low,2.0
health,CLM-2025-0015,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0015-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0015-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0015-HEA_SAFE_hospital.pdf,0.0195,0,2,0.5,0.0,1.0,1.0,1.0,1.0,0.3439,Low,2.0
health,CLM-2025-0016,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0016-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0016-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0016-HEA_SAFE_hospital.pdf,0.0,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.32,Low,2.0
health,CLM-2025-0017,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0017-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0017-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0017-HEA_SAFE_hospital.pdf,0.0081,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3016,Low,2.0
health,CLM-2025-0018,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0018-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0018-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0018-HEA_SAFE_hospital.pdf,0.0216,0,2,0.5,0.0,1.0,1.0,1.0,1.0,0.3443,Low,2.0
health,CLM-2025-0019,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0019-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0019-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0019-HEA_SAFE_hospital.pdf,0.0131,0,2,0.5,0.0,1.0,1.0,1.0,1.0,0.3426,Low,2.0
health,CLM-2025-0020,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0020-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0020-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0020-HEA_SAFE_hospital.pdf,0.0021,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3204,Low,2.0
health,CLM-2025-0021,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0021-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0021-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0021-HEA_SAFE_hospital.pdf,0.0155,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3031,Low,2.0
health,CLM-2025-0022,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0022-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0022-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0022-HEA_SAFE_hospital.pdf,0.0209,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3242,Low,2.0
health,CLM-2025-0023,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0023-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0023-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0023-HEA_SAFE_hospital.pdf,0.0268,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3254,Low,2.0
health,CLM-2025-0024,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0024-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0024-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0024-HEA_SAFE_hospital.pdf,0.0221,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3044,Low,2.0
health,CLM-2025-0025,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0025-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0025-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0025-HEA_SAFE_hospital.pdf,0.0188,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3238,Low,2.0
health,CLM-2025-0026,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0026-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0026-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0026-HEA_SAFE_hospital.pdf,0.0467,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3093,Low,2.0
health,CLM-2025-0027,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0027-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0027-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0027-HEA_SAFE_hospital.pdf,0.0421,0,2,0.5,0.0,1.0,1.0,1.0,1.0,0.3484,Low,2.0
health,CLM-2025-0028,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0028-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0028-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0028-HEA_SAFE_hospital.pdf,0.0079,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3016,Low,2.0
health,CLM-2025-0029,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0029-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0029-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0029-HEA_SAFE_hospital.pdf,0.0,0,2,0.5,0.0,1.0,1.0,1.0,1.0,0.34,Low,2.0
health,CLM-2025-0030,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0030-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0030-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0030-HEA_SAFE_hospital.pdf,0.0245,0,2,0.5,0.0,1.0,1.0,1.0,1.0,0.3449,Low,2.0
health,CLM-2025-0031,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0031-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0031-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0031-HEA_SAFE_hospital.pdf,0.0077,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3215,Low,2.0
health,CLM-2025-0032,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0032-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0032-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0032-HEA_SAFE_hospital.pdf,0.0172,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3034,Low,2.0
health,CLM-2025-0033,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0033-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0033-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0033-HEA_SAFE_hospital.pdf,8.6832,0,1,0.5,0.0,1.0,1.0,1.0,1.0,2.0566,Low,4.0
health,CLM-2025-0034,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0034-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0034-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0034-HEA_SAFE_hospital.pdf,0.0339,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3068,Low,2.0
health,CLM-2025-0035,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0035-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0035-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0035-HEA_SAFE_hospital.pdf,0.0336,0,2,0.5,0.0,1.0,1.0,1.0,1.0,0.3467,Low,2.0
health,CLM-2025-0036,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0036-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0036-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0036-HEA_SAFE_hospital.pdf,0.0406,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3281,Low,2.0
health,CLM-2025-0037,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0037-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0037-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0037-HEA_SAFE_hospital.pdf,0.0223,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3045,Low,2.0
health,CLM-2025-0038,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0038-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0038-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0038-HEA_SAFE_hospital.pdf,0.0091,0,2,0.5,0.0,1.0,1.0,1.0,1.0,0.3418,Low,2.0
health,CLM-2025-0039,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0039-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0039-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0039-HEA_SAFE_hospital.pdf,0.0306,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3261,Low,2.0
health,CLM-2025-0040,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0040-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0040-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0040-HEA_SAFE_hospital.pdf,0.0276,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3255,Low,2.0
health,CLM-2025-0041,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0041-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0041-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0041-HEA_SAFE_hospital.pdf,0.0103,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3221,Low,2.0
health,CLM-2025-0042,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0042-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0042-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0042-HEA_SAFE_hospital.pdf,0.0265,0,2,0.5,0.0,1.0,1.0,1.0,1.0,0.3453,Low,2.0
health,CLM-2025-0043,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0043-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0043-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0043-HEA_SAFE_hospital.pdf,0.037,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3074,Low,2.0
health,CLM-2025-0044,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0044-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0044-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0044-HEA_SAFE_hospital.pdf,0.0013,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3003,Low,2.0
health,CLM-2025-0045,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0045-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0045-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0045-HEA_SAFE_hospital.pdf,0.0414,0,2,0.5,0.0,1.0,1.0,1.0,1.0,0.3483,Low,2.0
health,CLM-2025-0046,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0046-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0046-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0046-HEA_SAFE_hospital.pdf,0.034,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3068,Low,2.0
health,CLM-2025-0047,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0047-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0047-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0047-HEA_SAFE_hospital.pdf,0.0143,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3029,Low,2.0
health,CLM-2025-0048,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0048-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0048-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0048-HEA_SAFE_hospital.pdf,0.0317,0,2,0.5,0.0,1.0,1.0,1.0,1.0,0.3463,Low,2.0
health,CLM-2025-0049,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0049-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0049-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0049-HEA_SAFE_hospital.pdf,0.0064,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3013,Low,2.0
health,CLM-2025-0050,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0050-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0050-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0050-HEA_SAFE_hospital.pdf,0.0249,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.325,Low,2.0
health,CLM-2025-0051,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0051-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0051-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0051-HEA_SAFE_hospital.pdf,0.0123,0,0,0.5,0.0,1.0,1.0,1.0,1.0,0.3025,Low,2.0
health,CLM-2025-0052,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0052-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0052-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0052-HEA_SAFE_hospital.pdf,0.0036,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3207,Low,2.0
health,CLM-2025-0053,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0053-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0053-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0053-HEA_SAFE_hospital.pdf,0.0497,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3299,Low,2.0
health,CLM-2025-0054,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0054-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0054-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0054-HEA_SAFE_hospital.pdf,0.0185,0,2,0.5,0.0,1.0,1.0,1.0,1.0,0.3437,Low,2.0
health,CLM-2025-0055,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0055-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0055-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0055-HEA_SAFE_hospital.pdf,0.0288,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3258,Low,2.0
health,CLM-2025-0056,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0056-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0056-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0056-HEA_SAFE_hospital.pdf,0.0437,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.3287,Low,2.0
health,CLM-2025-0057,C:\claims_agent\ClaimWise\ml\dataset\health\accord_form_100\CLM-2025-0057-HEA_SAFE_acord.pdf,,C:\claims_agent\ClaimWise\ml\dataset\health\loss_reports_100\CLM-2025-0057-HEA_SAFE_loss.pdf,,,C:\claims_agent\ClaimWise\ml\dataset\health\hospital_bills_100\CLM-2025-0057-HEA_SAFE_hospital.pdf,0.0,0,1,0.5,0.0,1.0,1.0,1.0,1.0,0.32,Low,2.0
