category,claim_short_id,acord_path,police_path,loss_path,damage_difference,injury_mismatch,date_difference_days,location_match,vehicle_match,fraud_inconsistency_score,severity_level,complexity_score
life,CLM-2025-0017,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0017-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10017-LIF_CLM-2025-0017-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0017-LIF_SAFE_loss.pdf,0.0421,0,1,1.0,0.0,0.2284,Low,2.0
life,CLM-2025-0018,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0018-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10018-LIF_CLM-2025-0018-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0018-LIF_SAFE_loss.pdf,0.0374,0,1,1.0,0.0,0.2275,Low,2.0
life,CLM-2025-0019,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0019-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10019-LIF_CLM-2025-0019-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0019-LIF_SAFE_loss.pdf,0.004,0,0,1.0,0.0,0.2008,Low,2.0
life,CLM-2025-0020,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0020-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10020-LIF_CLM-2025-0020-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0020-LIF_SAFE_loss.pdf,0.05,0,0,1.0,0.0,0.21,Low,2.0
life,CLM-2025-0021,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0021-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10021-LIF_CLM-2025-0021-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0021-LIF_SAFE_loss.pdf,0.0278,0,2,1.0,0.0,0.2456,Low,2.0
life,CLM-2025-0022,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0022-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10022-LIF_CLM-2025-0022-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0022-LIF_SAFE_loss.pdf,0.036,0,1,1.0,0.0,0.2272,Low,2.0
life,CLM-2025-0023,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0023-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10023-LIF_CLM-2025-0023-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0023-LIF_SAFE_loss.pdf,0.0314,0,1,1.0,0.0,0.2263,Low,2.0
life,CLM-2025-0024,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0024-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10024-LIF_CLM-2025-0024-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0024-LIF_SAFE_loss.pdf,0.0017,0,0,1.0,0.0,0.2003,Low,2.0
life,CLM-2025-0025,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0025-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10025-LIF_CLM-2025-0025-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0025-LIF_SAFE_loss.pdf,8.6961,0,2,1.0,0.0,1.9792,Low,4.0
life,CLM-2025-0026,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0026-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10026-LIF_CLM-2025-0026-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0026-LIF_SAFE_loss.pdf,0.0096,0,0,1.0,0.0,0.2019,Low,2.0
life,CLM-2025-0027,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0027-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10027-LIF_CLM-2025-0027-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0027-LIF_SAFE_loss.pdf,0.0055,0,2,1.0,0.0,0.2411,Low,2.0
life,CLM-2025-0028,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0028-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10028-LIF_CLM-2025-0028-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0028-LIF_SAFE_loss.pdf,0.0,0,1,1.0,0.0,0.22,Low,2.0
life,CLM-2025-0029,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0029-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10029-LIF_CLM-2025-0029-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0029-LIF_SAFE_loss.pdf,0.0312,0,0,1.0,0.0,0.2062,Low,2.0
life,CLM-2025-0030,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0030-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10030-LIF_CLM-2025-0030-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0030-LIF_SAFE_loss.pdf,0.0375,0,2,1.0,0.0,0.2475,Low,2.0
life,CLM-2025-0031,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0031-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10031-LIF_CLM-2025-0031-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0031-LIF_SAFE_loss.pdf,0.0099,0,1,1.0,0.0,0.222,Low,2.0
life,CLM-2025-0032,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0032-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10032-LIF_CLM-2025-0032-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0032-LIF_SAFE_loss.pdf,0.0446,0,1,1.0,0.0,0.2289,Low,2.0
life,CLM-2025-0033,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0033-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10033-LIF_CLM-2025-0033-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0033-LIF_SAFE_loss.pdf,0.0342,0,1,1.0,0.0,0.2268,Low,2.0
life,CLM-2025-0034,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0034-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10034-LIF_CLM-2025-0034-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0034-LIF_SAFE_loss.pdf,0.0032,0,0,1.0,0.0,0.2006,Low,2.0
life,CLM-2025-0035,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0035-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10035-LIF_CLM-2025-0035-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0035-LIF_SAFE_loss.pdf,0.0179,0,1,1.0,0.0,0.2236,Low,2.0
life,CLM-2025-0036,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0036-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10036-LIF_CLM-2025-0036-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0036-LIF_SAFE_loss.pdf,0.0267,0,0,1.0,0.0,0.2053,Low,2.0
life,CLM-2025-0037,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0037-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10037-LIF_CLM-2025-0037-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0037-LIF_SAFE_loss.pdf,0.0094,0,1,1.0,0.0,0.2219,Low,2.0
life,CLM-2025-0038,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0038-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10038-LIF_CLM-2025-0038-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0038-LIF_SAFE_loss.pdf,0.0085,0,2,1.0,0.0,0.2417,Low,2.0
life,CLM-2025-0039,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0039-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10039-LIF_CLM-2025-0039-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0039-LIF_SAFE_loss.pdf,0.0364,0,0,1.0,0.0,0.2073,Low,2.0
life,CLM-2025-0040,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0040-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10040-LIF_CLM-2025-0040-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0040-LIF_SAFE_loss.pdf,0.0278,0,1,1.0,0.0,0.2256,Low,2.0
life,CLM-2025-0041,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0041-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10041-LIF_CLM-2025-0041-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0041-LIF_SAFE_loss.pdf,0.0273,0,1,1.0,0.0,0.2255,Low,2.0
life,CLM-2025-0042,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0042-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10042-LIF_CLM-2025-0042-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0042-LIF_SAFE_loss.pdf,0.0268,0,2,1.0,0.0,0.2454,Low,2.0
life,CLM-2025-0043,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0043-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10043-LIF_CLM-2025-0043-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0043-LIF_SAFE_loss.pdf,0.0,0,1,1.0,0.0,0.22,Low,2.0
life,CLM-2025-0044,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0044-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10044-LIF_CLM-2025-0044-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0044-LIF_SAFE_loss.pdf,0.0367,0,0,1.0,0.0,0.2073,Low,2.0
life,CLM-2025-0045,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0045-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10045-LIF_CLM-2025-0045-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0045-LIF_SAFE_loss.pdf,0.0052,0,0,1.0,0.0,0.201,Low,2.0
life,CLM-2025-0046,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0046-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10046-LIF_CLM-2025-0046-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0046-LIF_SAFE_loss.pdf,0.0196,0,2,1.0,0.0,0.2439,Low,2.0
life,CLM-2025-0047,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0047-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10047-LIF_CLM-2025-0047-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0047-LIF_SAFE_loss.pdf,0.0374,0,0,1.0,0.0,0.2075,Low,2.0
life,CLM-2025-0048,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0048-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10048-LIF_CLM-2025-0048-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0048-LIF_SAFE_loss.pdf,0.0405,0,2,1.0,0.0,0.2481,Low,2.0
life,CLM-2025-0049,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0049-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10049-LIF_CLM-2025-0049-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0049-LIF_SAFE_loss.pdf,0.0394,0,1,1.0,0.0,0.2279,Low,2.0
life,CLM-2025-0050,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0050-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10050-LIF_CLM-2025-0050-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0050-LIF_SAFE_loss.pdf,0.0235,0,1,1.0,0.0,0.2247,Low,2.0
life,CLM-2025-0051,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0051-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10051-LIF_CLM-2025-0051-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0051-LIF_SAFE_loss.pdf,0.0363,0,2,1.0,0.0,0.2473,Low,2.0
life,CLM-2025-0052,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0052-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10052-LIF_CLM-2025-0052-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0052-LIF_SAFE_loss.pdf,0.0381,0,2,1.0,0.0,0.2476,Low,2.0
life,CLM-2025-0053,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0053-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10053-LIF_CLM-2025-0053-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0053-LIF_SAFE_loss.pdf,0.0028,0,1,1.0,0.0,0.2206,Low,2.0
life,CLM-2025-0054,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0054-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10054-LIF_CLM-2025-0054-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0054-LIF_SAFE_loss.pdf,0.042,0,2,1.0,0.0,0.2484,Low,2.0
life,CLM-2025-0055,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0055-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10055-LIF_CLM-2025-0055-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0055-LIF_SAFE_loss.pdf,0.0386,0,0,1.0,0.0,0.2077,Low,2.0
life,CLM-2025-0056,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0056-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10056-LIF_CLM-2025-0056-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0056-LIF_SAFE_loss.pdf,0.0205,0,2,1.0,0.0,0.2441,Low,2.0
life,CLM-2025-0057,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0057-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10057-LIF_CLM-2025-0057-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0057-LIF_SAFE_loss.pdf,0.0423,0,2,1.0,0.0,0.2485,Low,2.0
life,CLM-2025-0058,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0058-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10058-LIF_CLM-2025-0058-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0058-LIF_SAFE_loss.pdf,0.0168,0,1,1.0,0.0,0.2234,Low,2.0
life,CLM-2025-0059,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0059-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10059-LIF_CLM-2025-0059-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0059-LIF_SAFE_loss.pdf,0.0126,0,1,1.0,0.0,0.2225,Low,2.0
life,CLM-2025-0060,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0060-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10060-LIF_CLM-2025-0060-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0060-LIF_SAFE_loss.pdf,0.0111,0,1,1.0,0.0,0.2222,Low,2.0
life,CLM-2025-0061,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0061-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10061-LIF_CLM-2025-0061-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0061-LIF_SAFE_loss.pdf,0.0279,0,0,1.0,0.0,0.2056,Low,2.0
life,CLM-2025-0062,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0062-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10062-LIF_CLM-2025-0062-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0062-LIF_SAFE_loss.pdf,0.0211,0,0,1.0,0.0,0.2042,Low,2.0
life,CLM-2025-0063,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0063-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10063-LIF_CLM-2025-0063-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0063-LIF_SAFE_loss.pdf,0.037,0,2,1.0,0.0,0.2474,Low,2.0
life,CLM-2025-0064,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0064-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10064-LIF_CLM-2025-0064-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0064-LIF_SAFE_loss.pdf,0.037,0,1,1.0,0.0,0.2274,Low,2.0
life,CLM-2025-0065,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0065-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10065-LIF_CLM-2025-0065-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0065-LIF_SAFE_loss.pdf,0.0093,0,2,1.0,0.0,0.2419,Low,2.0
life,CLM-2025-0066,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0066-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10066-LIF_CLM-2025-0066-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0066-LIF_SAFE_loss.pdf,0.0435,0,0,1.0,0.0,0.2087,Low,2.0
life,CLM-2025-0067,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0067-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10067-LIF_CLM-2025-0067-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0067-LIF_SAFE_loss.pdf,0.0075,0,2,1.0,0.0,0.2415,Low,2.0
life,CLM-2025-0068,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0068-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10068-LIF_CLM-2025-0068-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0068-LIF_SAFE_loss.pdf,0.0099,0,2,1.0,0.0,0.242,Low,2.0
life,CLM-2025-0069,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0069-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10069-LIF_CLM-2025-0069-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0069-LIF_SAFE_loss.pdf,0.0437,0,0,1.0,0.0,0.2087,Low,2.0
life,CLM-2025-0070,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0070-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10070-LIF_CLM-2025-0070-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0070-LIF_SAFE_loss.pdf,0.03,0,0,1.0,0.0,0.206,Low,2.0
life,CLM-2025-0071,C:\claims_agent\dataset\life\accord_form_100\CLM-2025-0071-LIF_SAFE_acord.pdf,C:\claims_agent\dataset\life\police_reports_100\PR-10071-LIF_CLM-2025-0071-LIF_SAFE_police.pdf,C:\claims_agent\dataset\life\loss_reports_100\CLM-2025-0071-LIF_SAFE_loss.pdf,0.0088,0,2,1.0,0.0,0.2418,Low,2.0
